RelPath,Status,Detail,Width,Height,MeanR,MeanG,MeanB,ColorDiff,BrightPct,DarkPct,LaplacianVar
2015\K1\1X\02_03-2015_05_27-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,143.4,127.2,86.2,38.23,0.0%,0.0%,232.23
2015\K1\1X\02_03-2015_05_28-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,142.4,134.1,128.3,10.94,0.0%,0.0%,250.52
2015\K1\1X\02_03-2015_05_31-10_25-K1-1X.jpeg,OK,Clean image,2288,1712,142.5,133.5,129.3,9.93,0.0%,0.0%,216.79
2015\K1\1X\02_03-2015_06_02-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,167.0,136.8,84.0,55.34,0.0%,0.0%,225.36
2015\K1\1X\02_03-2015_06_03-10_29-K1-1X.jpeg,OK,Clean image,2288,1712,149.0,124.9,84.7,42.90,0.0%,0.0%,191.97
2015\K1\1X\02_03-2015_06_04-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,151.2,133.3,109.1,28.15,0.0%,0.0%,190.57
2015\K1\1X\02_03-2015_06_05-10_30-K1-1X.jpeg,OK,Clean image,2288,1712,162.8,135.0,86.5,50.87,0.0%,0.0%,200.24
2015\K1\1X\02_03-2015_06_06-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,150.1,128.7,92.4,38.58,0.0%,0.0%,219.37
2015\K1\1X\02_03-2015_06_08-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,159.8,134.8,90.7,46.10,0.0%,0.0%,223.84
2015\K1\1X\02_03-2015_06_09-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,149.0,134.8,117.2,21.27,0.0%,0.0%,220.77
2015\K1\1X\02_03-2015_06_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,159.8,133.1,87.5,48.27,0.0%,0.0%,229.56
2015\K1\1X\02_03-2015_06_20-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.0,133.1,93.2,41.23,0.0%,0.0%,501.24
2015\K1\1X\02_03-2015_07_02-11_53-K1-1X.jpeg,OK,Clean image,2288,1712,158.0,132.9,87.4,47.05,0.0%,0.0%,406.38
2015\K1\1X\02_03-2015_07_03-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,156.2,133.7,89.3,44.67,0.0%,0.0%,423.84
2015\K1\1X\02_03-2015_07_04-08_02-K1-1X.jpeg,OK,Clean image,2288,1712,158.2,134.2,86.5,47.83,0.0%,0.0%,477.22
2015\K1\1X\02_03-2015_07_05-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,157.8,134.6,88.6,46.23,0.0%,0.0%,468.32
2015\K1\1X\02_03-2015_07_07-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.4,134.2,87.3,46.77,0.0%,0.0%,430.41
2015\K1\1X\02_03-2015_07_08-11_29-K1-1X.jpeg,OK,Clean image,2288,1712,149.6,129.5,87.0,41.77,0.0%,0.0%,427.89
2015\K1\1X\02_03-2015_07_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.3,133.3,87.8,46.43,0.0%,0.0%,471.49
2015\K1\1X\02_03-2015_07_11-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.0,133.2,87.2,46.57,0.0%,0.0%,445.82
2015\K1\1X\02_03-2015_07_12-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,158.1,134.2,86.8,47.65,0.0%,0.0%,437.52
2015\K1\1X\02_03-2015_07_14-09_29-K1-1X.jpeg,OK,Clean image,2288,1712,156.3,132.1,85.2,47.51,0.0%,0.0%,458.34
2015\K1\1X\02_03-2015_07_15-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.3,134.3,91.7,41.76,0.0%,0.0%,352.74
2015\K1\1X\02_03-2015_07_18-11_40-K1-1X.jpeg,OK,Clean image,2288,1712,143.7,124.8,83.8,39.98,0.0%,0.0%,457.59
2015\K1\1X\02_03-2015_07_19-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.2,132.9,86.5,45.85,0.0%,0.0%,513.83
2015\K1\1X\02_03-2015_07_20-11_40-K1-1X.jpeg,OK,Clean image,2288,1712,152.9,130.5,83.0,46.63,0.0%,0.0%,396.43
2015\K1\1X\02_03-2015_07_21-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,157.4,133.8,85.4,47.97,0.0%,0.0%,465.92
2015\K1\1X\02_03-2015_07_22-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.2,133.4,84.8,48.21,0.0%,0.0%,453.05
2015\K1\1X\02_03-2015_07_23-11_55-K1-1X.jpeg,OK,Clean image,2288,1712,142.2,125.8,86.2,37.45,0.0%,0.0%,455.98
2015\K1\1X\02_03-2015_07_24-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,158.5,133.9,83.7,49.91,0.0%,0.0%,423.38
2015\K1\1X\02_03-2015_07_25-11_14-K1-1X.jpeg,OK,Clean image,2288,1712,154.1,131.9,84.3,46.58,0.0%,0.0%,394.24
2015\K1\1X\02_03-2015_07_26-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.3,133.8,88.4,44.73,0.0%,0.0%,543.98
2015\K1\1X\02_03-2015_07_27-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.9,134.4,88.0,46.57,0.0%,0.0%,464.60
2015\K1\1X\02_03-2015_07_28-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.4,133.8,88.0,46.26,0.0%,0.0%,421.17
2015\K1\1X\02_03-2015_07_29-10_42-K1-1X.jpeg,OK,Clean image,2288,1712,157.5,132.8,83.8,49.20,0.0%,0.0%,371.55
2015\K1\1X\02_03-2015_07_30-10_43-K1-1X.jpeg,OK,Clean image,2288,1712,154.1,133.8,90.1,42.75,0.0%,0.0%,337.30
2015\K1\1X\02_03-2015_07_31-10_45-K1-1X.jpeg,OK,Clean image,2288,1712,156.4,133.3,86.3,46.89,0.0%,0.0%,336.33
2015\K1\1X\02_03-2015_08_01-10_45-K1-1X.jpeg,OK,Clean image,2288,1712,122.8,122.1,113.6,11.35,0.1%,0.0%,290.20
2015\K1\1X\02_03-2015_08_02-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,131.4,132.2,132.3,8.36,0.9%,0.0%,850.91
2015\K1\1X\02_03-2015_08_03-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,132.4,132.9,133.0,8.54,1.1%,0.0%,892.63
2015\K1\1X\02_03-2015_08_04-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,144.7,126.7,110.6,22.96,1.0%,0.0%,1074.92
2015\K1\1X\02_03-2015_08_05-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,150.9,130.8,114.0,24.79,0.9%,0.0%,1104.28
2015\K1\1X\02_03-2015_08_06-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,148.6,130.5,117.2,21.58,1.0%,0.0%,1374.37
2015\K1\1X\02_03-2015_08_07-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,144.9,130.7,121.1,17.02,1.0%,0.0%,1270.54
2015\K1\1X\02_03-2015_08_08-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,149.7,128.7,112.7,24.78,1.0%,0.0%,1288.43
2015\K1\1X\02_03-2015_08_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.3,127.2,112.6,22.74,0.9%,0.0%,1299.37
2015\K1\1X\02_03-2015_08_11-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,149.0,131.6,119.3,20.52,0.9%,0.0%,1339.86
2015\K1\1X\02_03-2015_08_12-10_06-K1-1X.jpeg,OK,Clean image,2288,1712,148.9,128.7,114.9,23.14,0.9%,0.0%,1361.97
2015\K1\1X\02_03-2015_08_13-10_06-K1-1X.jpeg,OK,Clean image,2288,1712,152.8,131.8,117.0,24.17,1.0%,0.0%,1441.76
2015\K1\1X\02_03-2015_08_14-10_07-K1-1X.jpeg,OK,Clean image,2288,1712,147.5,128.4,114.0,22.68,0.8%,0.0%,1278.78
2015\K1\1X\02_03-2015_08_15-10_08-K1-1X.jpeg,OK,Clean image,2288,1712,151.9,133.5,118.7,22.60,1.1%,0.0%,1007.00
2015\K1\1X\02_03-2015_08_16-10_14-K1-1X.jpeg,OK,Clean image,2288,1712,151.1,132.7,117.2,22.84,0.9%,0.0%,949.07
2015\K1\1X\02_03-2015_08_17-10_15-K1-1X.jpeg,OK,Clean image,2288,1712,145.6,127.6,113.4,22.00,1.4%,0.0%,942.56
2015\K1\1X\02_03-2015_08_18-10_16-K1-1X.jpeg,OK,Clean image,2288,1712,150.8,128.4,112.3,25.68,0.3%,0.0%,1290.52
2015\K1\1X\02_03-2015_08_19-10_17-K1-1X.jpeg,OK,Clean image,2288,1712,148.6,128.4,112.9,24.04,1.0%,0.0%,1060.98
2015\K1\1X\02_03-2015_08_20-10_18-K1-1X.jpeg,OK,Clean image,2288,1712,153.9,131.4,113.2,27.23,0.9%,0.0%,1327.78
2015\K1\1X\02_03-2015_08_22-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.4,128.4,114.7,21.52,0.9%,0.0%,1206.35
2015\K1\1X\02_03-2015_08_23-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,141.7,133.9,128.5,12.15,0.1%,0.0%,529.94
2015\K1\1X\02_03-2015_08_24-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,140.6,133.7,129.8,12.03,0.7%,0.0%,945.63
2015\K1\1X\02_03-2015_08_25-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,143.2,128.7,118.4,16.95,0.2%,0.0%,1051.09
2015\K1\1X\02_03-2015_08_27-10_03-K1-1X.jpeg,OK,Clean image,2288,1712,145.7,126.8,114.3,21.24,0.4%,0.0%,1519.47
2015\K1\1X\02_03-2015_08_28-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,148.9,131.7,120.5,19.48,0.4%,0.0%,1464.48
2015\K1\1X\02_03-2015_08_30-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,150.6,131.5,117.1,22.67,1.2%,0.0%,826.39
2015\K1\1X\02_03-2015_08_31-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,149.8,130.9,117.3,21.85,0.3%,0.0%,1254.15
2015\K1\1X\02_03-2015_09_01-08_30-K1-1X.jpeg,OK,Clean image,2288,1712,138.3,134.9,133.9,9.51,0.8%,0.0%,933.72
2015\K1\1X\02_03-2015_09_02-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.5,127.5,113.3,22.47,1.0%,0.0%,1057.09
2015\K1\1X\02_03-2015_09_03-10_16-K1-1X.jpeg,OK,Clean image,2288,1712,149.2,130.3,117.2,21.76,0.8%,0.0%,1406.66
2015\K1\1X\02_03-2015_09_04-10_17-K1-1X.jpeg,OK,Clean image,2288,1712,144.4,128.3,116.1,19.81,0.2%,0.0%,1040.99
2015\K1\1X\02_03-2015_09_05-10_30-K1-1X.jpeg,OK,Clean image,2288,1712,161.1,132.0,109.7,34.25,0.1%,0.0%,631.48
2015\K1\1X\02_03-2015_09_06-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,149.9,130.3,114.5,23.75,0.7%,0.0%,986.98
2015\K1\1X\02_03-2015_09_07-11_22-K1-1X.jpeg,OK,Clean image,2288,1712,159.8,127.4,94.6,43.49,0.0%,0.0%,469.09
2015\K1\1X\02_03-2015_09_08-11_04-K1-1X.jpeg,OK,Clean image,2288,1712,155.6,129.4,104.9,33.80,0.5%,0.0%,806.66
2015\K1\1X\02_03-2015_09_09-11_05-K1-1X.jpeg,OK,Clean image,2288,1712,158.5,131.5,105.4,35.44,0.1%,0.0%,895.09
2015\K1\1X\02_03-2015_09_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,155.5,131.6,105.6,33.27,0.7%,0.0%,503.03
2015\K1\1X\02_03-2015_09_12-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,151.2,131.2,109.9,27.53,0.1%,0.0%,698.98
2015\K1\1X\02_03-2015_09_13-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,135.0,132.3,130.2,7.45,0.0%,0.0%,540.13
2015\K1\1X\02_03-2015_09_14-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,136.8,133.9,131.5,9.49,0.7%,0.0%,572.44
2015\K1\1X\02_03-2015_09_15-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,142.1,133.2,127.0,11.91,0.3%,0.0%,812.50
2015\K1\1X\02_03-2015_09_16-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,144.1,131.3,121.6,15.75,0.7%,0.0%,1103.01
2015\K1\1X\02_03-2015_09_17-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,145.1,130.5,122.0,15.98,0.3%,0.0%,1275.61
2015\K1\1X\02_03-2015_09_19-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.1,128.1,111.2,23.28,0.1%,0.0%,818.40
2015\K1\1X\02_03-2015_10_05-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,138.8,126.9,121.9,13.08,0.2%,0.0%,934.95
2015\K1\1X\02_03-2015_10_15-09_08-K1-1X.jpeg,OK,Clean image,2288,1712,136.6,133.2,131.1,6.83,0.1%,0.0%,556.02
2015\K1\1X\02_03-2015_10_25-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,145.9,123.3,109.5,24.32,0.1%,0.0%,657.00
2015\K1\1X\02_03-2015_10_26-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,144.3,132.3,127.5,12.44,0.0%,0.0%,399.43
2015\K1\1X\02_03-2015_10_29-11_16-K1-1X.jpeg,OK,Clean image,2288,1712,157.1,132.7,127.9,20.16,0.0%,0.0%,554.03
2015\K1\1X\02_03-2015_11_02-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,135.3,128.2,126.8,9.04,0.3%,0.0%,1105.61
2015\K1\1X\02_03-2015_11_03-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,135.4,129.0,127.9,9.26,0.3%,0.0%,950.80
2015\K1\1X\02_03-2015_11_04-09_56-K1-1X.jpeg,OK,Clean image,2288,1712,138.4,133.5,133.5,8.44,0.3%,0.0%,1124.20
2015\K1\1X\02_03-2015_11_08-12_00-K1-1X.jpeg,OK,Clean image,2288,1712,162.6,128.2,101.0,41.07,0.2%,0.0%,1385.75
2015\K1\1X\02_03-2015_11_09-10_39-K1-1X.jpeg,OK,Clean image,2288,1712,161.7,129.5,107.7,36.03,0.1%,0.0%,752.30
2015\K1\1X\02_03-2015_11_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,145.9,134.7,132.0,12.09,0.2%,0.0%,1198.49
2015\K1\1X\02_03-2015_11_14-10_55-K1-1X.jpeg,OK,Clean image,2288,1712,156.9,132.4,117.4,26.48,0.1%,0.0%,985.06
2015\K1\1X\02_03-2015_11_16-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,142.1,127.9,118.4,16.30,0.0%,0.0%,508.79
2015\K1\1X\02_03-2015_11_17-10_36-K1-1X.jpeg,OK,Clean image,2288,1712,153.8,132.2,118.4,23.63,0.0%,0.0%,512.15
2015\K1\1X\02_03-2015_11_18-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,137.0,127.7,124.3,10.41,0.0%,0.0%,167.68
2015\K1\1X\02_03-2015_11_19-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,144.0,132.4,125.9,12.86,0.0%,0.0%,655.82
2015\K1\1X\02_03-2015_11_20-10_54-K1-1X.jpeg,OK,Clean image,2288,1712,153.3,131.5,116.5,24.79,0.1%,0.0%,717.30
2015\K1\1X\02_03-2015_11_21-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,128.7,120.6,118.7,10.46,0.0%,0.0%,531.07
2015\K1\1X\02_03-2015_11_23-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,146.2,136.4,130.9,12.15,0.0%,0.0%,388.56
2015\K1\1X\02_03-2015_11_27-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,157.7,131.3,121.6,24.16,0.0%,0.0%,412.17
2015\K1\1X\02_03-2015_11_28-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,144.7,133.8,129.6,11.37,0.0%,0.0%,415.12
2015\K1\1X\02_03-2015_11_29-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,129.1,127.9,124.4,7.10,0.3%,0.0%,215.90
2015\K1\1X\02_03-2015_11_30-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,154.5,134.5,130.2,17.38,0.0%,0.0%,347.03
2015\K1\1X\02_03-2015_12_01-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,144.4,138.6,137.6,9.54,0.0%,0.0%,498.67
2015\K1\1X\02_03-2015_12_02-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,141.3,136.2,136.7,9.02,0.1%,0.0%,620.74
2015\K1\1X\02_03-2015_12_03-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,138.3,132.0,131.3,8.27,0.0%,0.0%,557.09
2015\K1\1X\02_03-2015_12_04-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,141.8,133.9,132.2,9.63,0.1%,0.0%,669.47
2015\K1\1X\02_03-2015_12_05-10_19-K1-1X.jpeg,OK,Clean image,2288,1712,147.1,131.1,124.8,15.88,0.2%,0.0%,1172.15
2015\K1\1X\02_03-2015_12_06-10_21-K1-1X.jpeg,OK,Clean image,2288,1712,145.5,128.3,119.3,17.80,0.1%,0.0%,982.57
2015\K1\1X\02_03-2015_12_07-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,139.8,127.3,121.3,13.61,0.0%,0.0%,712.89
2015\K1\1X\02_03-2015_12_09-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,140.5,131.5,126.9,12.02,0.0%,0.0%,663.53
2015\K1\1X\02_03-2015_12_10-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,139.6,127.0,120.3,13.41,0.1%,0.0%,735.21
2015\K1\1X\02_03-2015_12_11-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,136.9,127.7,123.5,11.04,0.1%,0.0%,795.95
2015\K1\1X\02_03-2015_12_12-09_00-K1-1X.jpeg,OK,Clean image,2288,1712,136.7,134.0,132.5,6.63,0.0%,0.0%,476.57
2015\K1\1X\02_03-2015_12_13-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,138.6,129.8,126.3,11.11,0.1%,0.0%,727.02
2015\K1\1X\02_03-2015_12_14-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,130.5,122.8,121.6,7.70,0.0%,0.0%,111.42
2015\K1\1X\02_03-2015_12_15-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,139.4,130.4,127.0,10.34,0.1%,0.0%,811.53
2015\K1\1X\02_03-2015_12_16-11_12-K1-1X.jpeg,OK,Clean image,2288,1712,154.6,131.8,114.1,27.04,0.0%,0.0%,263.64
2015\K1\1X\02_03-2015_12_17-10_02-K1-1X.jpeg,OK,Clean image,2288,1712,159.1,133.4,119.1,26.68,0.0%,0.0%,685.15
2015\K1\1X\02_03-2015_12_18-10_02-K1-1X.jpeg,OK,Clean image,2288,1712,137.2,131.4,127.0,9.93,0.0%,0.0%,468.16
2015\K1\1X\02_03-2015_12_19-10_01-K1-1X.jpeg,OK,Clean image,2288,1712,142.5,136.5,133.5,9.43,0.0%,0.0%,659.08
2015\K1\1X\02_03-2015_12_20-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,140.0,135.2,132.7,8.87,0.0%,0.0%,602.70
2015\K1\1X\02_03-2015_12_21-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,127.1,122.1,120.2,8.53,0.0%,0.0%,660.74
2015\K1\1X\02_03-2015_12_22-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,141.1,134.0,130.5,9.53,0.1%,0.0%,831.10
2015\K1\1X\02_03-2015_12_23-10_33-K1-1X.jpeg,OK,Clean image,2288,1712,143.0,134.1,130.9,10.87,0.1%,0.0%,865.12
2015\K1\1X\02_03-2015_12_26-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,148.9,136.2,124.9,16.19,0.0%,0.0%,649.18
2015\K1\1X\02_03-2015_12_28-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,126.5,121.7,119.7,9.06,0.0%,0.0%,656.81
2015\K1\1X\02_03-2015_12_29-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,143.6,116.1,104.7,25.91,0.0%,0.0%,437.16
2015\K1\1X\02_03-2015_12_30-10_00-K1-1X.jpeg,OK,Clean image,2288,1712,141.4,134.2,129.9,10.12,0.0%,0.0%,618.33
2015\K1\1X\02_03-2015_12_31-09_30-K1-1X.jpeg,OK,Clean image,2288,1712,142.5,115.6,106.9,23.79,0.0%,0.0%,522.79
